Link;Address;Neighbor;Area;Type;Rooms;Bathrooms;Parking;Price
https://www.vivareal.com.br/imovel/casa-3-quartos-california-bairros-londrina-com-garagem-85m2-venda-RS290000-id-2664262622/;California, Londrina - PR;California;85;Casa;3;2;2;290000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-89m2-venda-RS315000-id-2568056652/;Rua Raposo Tavares - Centro, Londrina - PR; Centro;89;Apartamento;3;2;1;315000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-2-bairros-londrina-com-garagem-41m2-venda-RS175000-id-2568056780/;Rua Akeo Hasuda - Cidade Industrial 2, Londrina - PR; Cidade Industrial 2;41;Apartamento;2;1;1;175000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipiranga-bairros-londrina-com-garagem-53m2-venda-RS300000-id-2561473850/;Vila Ipiranga, Londrina - PR;Vila Ipiranga;53;Apartamento;2;2;1;300000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-69m2-venda-RS235000-id-2560091738/;Centro, Londrina - PR;Centro;69;Apartamento;3;1;1;235000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-antares-bairros-londrina-com-garagem-65m2-venda-RS200000-id-2664609914/;Avenida São João, 89 - Antares, Londrina - PR; Antares;65;Apartamento;3;1;1;200000
https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-londrina-com-garagem-57m2-venda-RS165000-id-2554153808/;Centro, Londrina - PR;Centro;57;Apartamento;1;1;1;165000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-53m2-venda-RS180000-id-2645333223/;Centro, Londrina - PR;Centro;53;Apartamento;2;1;1;180000
https://www.vivareal.com.br/imovel/casa-2-quartos-ideal-bairros-londrina-com-garagem-69m2-venda-RS280000-id-2567696477/;Rua Manganês, 189 - Ideal, Londrina - PR; Ideal;69;Casa;2;1;2;280000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-99m2-venda-RS300000-id-2572773292/;Rua Goiás, 468 - Centro, Londrina - PR; Centro;99;Apartamento;3;3;1;300000
https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-londrina-com-garagem-58m2-venda-RS295000-id-2660138884/;Rua Belo Horizonte, 1177 - Centro, Londrina - PR; Centro;58;Apartamento;1;2;1;295000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-58m2-venda-RS245000-id-2572169495/;Centro, Londrina - PR;Centro;58;Apartamento;2;2;1;245000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-ideal-bairros-londrina-com-garagem-60m2-venda-RS220000-id-2650030365/;Rua Jaçanã, 00 - Ideal, Londrina - PR; Ideal;60;Apartamento;2;1;1;220000
https://www.vivareal.com.br/imovel/casa-3-quartos-ideal-bairros-londrina-com-garagem-380m2-venda-RS320000-id-2636485071/;Rua Tremembés - Ideal, Londrina - PR; Ideal;380;Casa;3;3;4;320000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-46m2-venda-RS260000-id-2681274541/;Rua Alagoas - Centro, Londrina - PR; Centro;46;Apartamento;2;1;1;260000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-2-bairros-londrina-com-garagem-45m2-venda-RS190000-id-2681398699/;Avenida João Miguel Caram - Cidade Industrial 2, Londrina - PR; Cidade Industrial 2;45;Apartamento;2;1;1;190000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-71m2-venda-RS220000-id-2675366898/;Centro, Londrina - PR;Centro;71;Apartamento;2;2;1;220000
https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-londrina-160m2-venda-RS305000-id-2637523906/;Centro, Londrina - PR;Centro;160;Apartamento;4;3;;305000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-ideal-bairros-londrina-com-garagem-69m2-venda-RS255000-id-2646604702/;Rua Tapuias - Ideal, Londrina - PR; Ideal;69;Apartamento;3;1;1;255000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-2-bairros-londrina-com-garagem-47m2-venda-RS170000-id-2553191820/;Cidade Industrial 2, Londrina - PR;Cidade Industrial 2;47;Apartamento;2;1;1;170000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ipiranga-bairros-londrina-com-garagem-87m2-venda-RS305000-id-2682494636/;Vila Ipiranga, Londrina - PR;Vila Ipiranga;87;Apartamento;3;2;1;305000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-45m2-venda-RS230000-id-2635742006/;Rua Paranaguá - Centro, Londrina - PR; Centro;45;Apartamento;2;1;1;230000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-67m2-venda-RS330000-id-2676706218/;Rua Amapá, 1000 - Centro, Londrina - PR; Centro;67;Apartamento;3;2;2;330000
https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-brasil-bairros-londrina-36m2-venda-RS200000-id-2651797192/;Rua Venezuela - Vila Brasil, Londrina - PR; Vila Brasil;36;Apartamento;1;1;;200000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-93m2-venda-RS350000-id-2484758000/;Centro, Londrina - PR;Centro;93;Apartamento;3;2;1;350000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-70m2-venda-RS280000-id-2562274484/;Centro, Londrina - PR;Centro;70;Apartamento;3;2;1;280000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-96m2-venda-RS350000-id-2645338460/;Centro, Londrina - PR;Centro;96;Apartamento;3;2;1;350000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-70m2-venda-RS270000-id-2578472895/;Rua Belo Horizonte - Centro, Londrina - PR; Centro;70;Apartamento;3;2;1;270000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-90m2-venda-RS315000-id-2676447105/;Avenida São Paulo - Centro, Londrina - PR; Centro;90;Apartamento;3;3;1;315000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-80m2-venda-RS285000-id-2624508050/;Centro, Londrina - PR;Centro;80;Apartamento;3;2;1;285000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-80m2-venda-RS200000-id-2681022522/;Centro, Londrina - PR;Centro;80;Apartamento;3;1;;200000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-91m2-venda-RS295000-id-2657220912/;Rua Espírito Santo, 1300 - Centro, Londrina - PR; Centro;91;Apartamento;3;2;1;295000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-55m2-venda-RS255000-id-2672526927/;Centro, Londrina - PR;Centro;55;Apartamento;2;1;;255000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-57m2-venda-RS265000-id-2578232458/;Centro, Londrina - PR;Centro;57;Apartamento;2;2;1;265000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-85m2-venda-RS275000-id-2607046335/;Avenida Rio de Janeiro, 911 - Centro, Londrina - PR; Centro;85;Apartamento;2;2;1;275000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ipiranga-bairros-londrina-com-garagem-90m2-venda-RS298000-id-2628983465/;Rua Paes Leme - Vila Ipiranga, Londrina - PR; Vila Ipiranga;90;Apartamento;3;2;2;298000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-61m2-venda-RS160777-id-2680781412/;Rua Piauí, 191 - Centro, Londrina - PR; Centro;61;Apartamento;2;1;;160777
https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-2-bairros-londrina-com-garagem-47m2-venda-RS245000-id-2653931657/;Cidade Industrial 2, Londrina - PR;Cidade Industrial 2;47;Apartamento;2;1;1;245000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-2-bairros-londrina-com-garagem-46m2-venda-RS230000-id-2597618877/;Avenida João Miguel Caram, 100 - Cidade Industrial 2, Londrina - PR; Cidade Industrial 2;46;Apartamento;2;1;1;230000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-85m2-venda-RS310000-id-2664802599/;Rua Tupi - Centro, Londrina - PR; Centro;85;Apartamento;3;3;1;310000
https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-londrina-com-garagem-25m2-venda-RS230000-id-2623971930/;Centro, Londrina - PR;Centro;25;Apartamento;1;1;1;230000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-brasil-bairros-londrina-com-garagem-61m2-venda-RS210000-id-2623905952/;Rua Venezuela - Vila Brasil, Londrina - PR; Vila Brasil;61;Apartamento;3;1;2;210000
https://www.vivareal.com.br/imovel/casa-2-quartos-vitoria-regia-bairros-londrina-com-garagem-50m2-venda-RS250000-id-2567696459/;Rua das Siriemas, 33 - Vitoria Regia, Londrina - PR; Vitoria Regia;50;Casa;2;1;3;250000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-48m2-venda-RS165000-id-2649970214/;Rua Amapá - Centro, Londrina - PR; Centro;48;Apartamento;2;1;1;165000
https://www.vivareal.com.br/imovel/casa-3-quartos-california-bairros-londrina-com-garagem-177m2-venda-RS280000-id-2671584029/;California, Londrina - PR;California;177;Casa;3;2;2;280000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-82m2-venda-RS280000-id-2541572318/;Centro, Londrina - PR;Centro;82;Apartamento;3;1;1;280000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-antares-bairros-londrina-com-garagem-74m2-venda-RS270000-id-2667995035/;Avenida São João, 404 - Antares, Londrina - PR; Antares;74;Apartamento;3;2;1;270000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-82m2-venda-RS280000-id-2562274796/;Centro, Londrina - PR;Centro;82;Apartamento;3;2;1;280000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ipiranga-bairros-londrina-com-garagem-91m2-venda-RS350000-id-2635761272/;Rua Borba Gato - Vila Ipiranga, Londrina - PR; Vila Ipiranga;91;Apartamento;3;3;1;350000
https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-londrina-com-garagem-26m2-venda-RS245000-id-2662610556/;Rua Belo Horizonte, 1117 - Centro, Londrina - PR; Centro;26;Apartamento;1;1;1;245000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-57m2-venda-RS225000-id-2645227654/;Rua Pará, 1895 - Centro, Londrina - PR; Centro;57;Apartamento;2;2;1;225000
https://www.vivareal.com.br/imovel/casa-2-quartos-interlagos-bairros-londrina-com-garagem-150m2-venda-RS180000-id-2663535471/;Rua Coronel Luiz Gastão Richter, 1250 - Interlagos, Londrina - PR; Interlagos;150;Casa;2;2;3;180000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-66m2-venda-RS250000-id-2555644752/;Rua Cambará - Centro, Londrina - PR; Centro;66;Apartamento;3;1;1;250000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-63m2-venda-RS285100-id-2572773106/;Avenida São Paulo, 790 - Centro, Londrina - PR; Centro;63;Apartamento;3;2;1;285100
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-110m2-venda-RS350000-id-2645682909/;Centro, Londrina - PR;Centro;110;Apartamento;3;2;1;350000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-53m2-venda-RS175000-id-2649093604/;Rua Mato Grosso, 218 - Centro, Londrina - PR; Centro;53;Apartamento;2;1;;175000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-70m2-venda-RS290000-id-2673640152/;Rua Belo Horizonte, 99 - Centro, Londrina - PR; Centro;70;Apartamento;3;3;1;290000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-62m2-venda-RS280000-id-2664531725/;Centro, Londrina - PR;Centro;62;Apartamento;2;1;1;280000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-brasil-bairros-londrina-com-garagem-60m2-venda-RS340000-id-2661680072/;Rua Raposo Tavares, 79 - Vila Brasil, Londrina - PR; Vila Brasil;60;Apartamento;2;2;1;340000
https://www.vivareal.com.br/imovel/casa-3-quartos-vitoria-regia-bairros-londrina-com-garagem-125m2-venda-RS290000-id-2623572626/;Rua das Siriemas - Vitoria Regia, Londrina - PR; Vitoria Regia;125;Casa;3;2;2;290000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-2-bairros-londrina-com-garagem-43m2-venda-RS204440-id-2674951823/;Rua Akeo Hasuda, 100 - Cidade Industrial 2, Londrina - PR; Cidade Industrial 2;43;Apartamento;2;1;1;204440
https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-2-bairros-londrina-com-garagem-41m2-venda-RS225000-id-2624489927/;Rua Akeo Hasuda - Cidade Industrial 2, Londrina - PR; Cidade Industrial 2;41;Apartamento;2;1;1;225000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-107m2-venda-RS320000-id-2624870720/;Rua Pará - Centro, Londrina - PR; Centro;107;Apartamento;3;2;1;320000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-48m2-venda-RS190000-id-2602950787/;Rua Amapá - Centro, Londrina - PR; Centro;48;Apartamento;2;1;1;190000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-72m2-venda-RS340000-id-2630215242/;Centro, Londrina - PR;Centro;72;Apartamento;3;2;1;340000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-2-bairros-londrina-com-garagem-45m2-venda-RS200000-id-2655461961/;Rua Akeo Hasuda, 165 - Cidade Industrial 2, Londrina - PR; Cidade Industrial 2;45;Apartamento;2;1;1;200000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-70m2-venda-RS249000-id-2656475868/;Rua Pio XII - Centro, Londrina - PR; Centro;70;Apartamento;2;2;1;249000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-120m2-venda-RS340000-id-2652626083/;Centro, Londrina - PR;Centro;120;Apartamento;3;4;1;340000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-60m2-venda-RS220000-id-2664802698/;Rua Espírito Santo - Centro, Londrina - PR; Centro;60;Apartamento;2;1;1;220000
https://www.vivareal.com.br/imovel/casa-3-quartos-california-bairros-londrina-com-garagem-126m2-venda-RS290000-id-2560045913/;Rua Capitão João Busse, 150 - California, Londrina - PR; California;126;Casa;3;1;2;290000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-130m2-venda-RS290000-id-2557228111/;Rua Mato Grosso - Centro, Londrina - PR; Centro;130;Apartamento;3;2;1;290000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-59m2-venda-RS210000-id-2568056644/;Rua Espírito Santo - Centro, Londrina - PR; Centro;59;Apartamento;2;1;1;210000
https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-londrina-com-garagem-37m2-venda-RS180000-id-2657663099/;Centro, Londrina - PR;Centro;37;Apartamento;1;1;1;180000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-96m2-venda-RS350000-id-1167705476/;Centro, Londrina - PR;Centro;96;Apartamento;3;2;1;350000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-antares-bairros-londrina-com-garagem-55m2-venda-RS230000-id-2568557872/;Avenida São João, 1329 - Antares, Londrina - PR; Antares;55;Apartamento;3;1;1;230000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-39m2-venda-RS170000-id-2681397511/;Centro, Londrina - PR;Centro;39;Apartamento;2;1;1;170000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-85m2-venda-RS270000-id-2655267878/;Rua Brasil, 878 - Centro, Londrina - PR; Centro;85;Apartamento;3;3;1;270000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-70m2-venda-RS350000-id-2650227764/;Rua Belo Horizonte, 99 - Centro, Londrina - PR; Centro;70;Apartamento;3;2;1;350000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-49m2-venda-RS200000-id-2568057676/;Rua Amapá - Centro, Londrina - PR; Centro;49;Apartamento;2;1;1;200000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-50m2-venda-RS190000-id-2682228535/;Centro, Londrina - PR;Centro;50;Apartamento;2;2;1;190000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-111m2-venda-RS280000-id-2642969374/;Centro, Londrina - PR;Centro;111;Apartamento;3;2;;280000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-46m2-venda-RS300000-id-2543789253/;Rua Alagoas, 1017 - Centro, Londrina - PR; Centro;46;Apartamento;2;1;1;300000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-57m2-venda-RS245000-id-2582024030/;Centro, Londrina - PR;Centro;57;Apartamento;2;2;1;245000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-86m2-venda-RS295000-id-2653778045/;Rua Mossoró - Centro, Londrina - PR; Centro;86;Apartamento;2;1;1;295000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-58m2-venda-RS265000-id-2660139243/;Rua Alagoas, 1017 - Centro, Londrina - PR; Centro;58;Apartamento;2;1;2;265000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-68m2-venda-RS350000-id-2673421098/;Centro, Londrina - PR;Centro;68;Apartamento;3;1;2;350000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-74m2-venda-RS330000-id-2663599406/;Rua Pio XII - Centro, Londrina - PR; Centro;74;Apartamento;2;2;1;330000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-antares-bairros-londrina-com-garagem-74m2-venda-RS270000-id-2666366419/;Antares, Londrina - PR;Antares;74;Apartamento;3;2;1;270000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-87m2-venda-RS225000-id-2666297294/;Rua Fernando de Noronha, 631 - Centro, Londrina - PR; Centro;87;Apartamento;2;2;1;225000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-77m2-venda-RS265000-id-2668371871/;Rua Pernambuco - Centro, Londrina - PR; Centro;77;Apartamento;3;3;1;265000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-87m2-venda-RS250000-id-2608638787/;Rua Quintino Bocaiúva - Centro, Londrina - PR; Centro;87;Apartamento;2;3;1;250000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-64m2-venda-RS280000-id-2617843936/;Centro, Londrina - PR;Centro;64;Apartamento;2;2;1;280000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-43m2-venda-RS150000-id-2568058808/;Rua Amapá - Centro, Londrina - PR; Centro;43;Apartamento;2;1;1;150000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-75m2-venda-RS290000-id-2670281311/;Centro, Londrina - PR;Centro;75;Apartamento;3;3;1;290000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-77m2-venda-RS290000-id-2645330278/;Rua Mato Grosso, 1910 - Centro, Londrina - PR; Centro;77;Apartamento;3;2;1;290000
https://www.vivareal.com.br/imovel/casa-2-quartos-ideal-bairros-londrina-com-garagem-70m2-venda-RS199000-id-2630397461/;Rua Diamante, 68 - Ideal, Londrina - PR; Ideal;70;Casa;2;2;3;199000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-2-bairros-londrina-com-garagem-48m2-venda-RS155000-id-2676112505/;Avenida Camilly Fernandes Rodrigues - Cidade Industrial 2, Londrina - PR; Cidade Industrial 2;48;Apartamento;2;1;1;155000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-127m2-venda-RS350000-id-2568058997/;Avenida Juscelino Kubitschek - Centro, Londrina - PR; Centro;127;Apartamento;3;2;2;350000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-59m2-venda-RS245000-id-2619524557/;Rua Paranaguá, 2035 - Centro, Londrina - PR; Centro;59;Apartamento;2;2;1;245000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-89m2-venda-RS230000-id-2650188357/;Avenida Rio de Janeiro - Centro, Londrina - PR; Centro;89;Apartamento;3;2;1;230000
https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-londrina-com-garagem-35m2-venda-RS118000-id-2558440884/;Centro, Londrina - PR;Centro;35;Apartamento;1;1;1;118000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-74m2-venda-RS340000-id-2633296513/;Rua Mossoró - Centro, Londrina - PR; Centro;74;Apartamento;3;2;2;340000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-60m2-venda-RS269250-id-2664936393/;Rua Mato Grosso, 100 - Centro, Londrina - PR; Centro;60;Apartamento;2;1;1;269250
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-74m2-venda-RS260000-id-2580383767/;Rua Paranaguá - Centro, Londrina - PR; Centro;74;Apartamento;3;2;1;260000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-52m2-venda-RS245000-id-2646599718/;Rua Pará - Centro, Londrina - PR; Centro;52;Apartamento;2;2;1;245000
https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-londrina-67m2-venda-RS280000-id-2602949034/;Rua Alagoas - Centro, Londrina - PR; Centro;67;Apartamento;1;1;;280000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-59m2-venda-RS210000-id-2647796964/;Rua Senador Souza Naves - Centro, Londrina - PR; Centro;59;Apartamento;2;2;1;210000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-147m2-venda-RS350000-id-2559476674/;Rua Uruguai - Centro, Londrina - PR; Centro;147;Apartamento;3;2;2;350000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-66m2-venda-RS220000-id-2645328520/;Rua Prefeito Hugo Cabral, 1175 - Centro, Londrina - PR; Centro;66;Apartamento;3;1;1;220000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-77m2-venda-RS260000-id-2580384930/;Rua Mato Grosso - Centro, Londrina - PR; Centro;77;Apartamento;3;2;1;260000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-2-bairros-londrina-com-garagem-47m2-venda-RS185000-id-2568500774/;Cidade Industrial 2, Londrina - PR;Cidade Industrial 2;47;Apartamento;2;1;1;185000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-160m2-venda-RS300000-id-2682432473/;Rua Pernambuco, 600 - Centro, Londrina - PR; Centro;160;Apartamento;3;3;1;300000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-43m2-venda-RS160000-id-2670595220/;Rua Amapá - Centro, Londrina - PR; Centro;43;Apartamento;2;1;1;160000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-antares-bairros-londrina-com-garagem-55m2-venda-RS240000-id-2675507642/;Antares, Londrina - PR;Antares;55;Apartamento;3;1;1;240000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-76m2-venda-RS299000-id-2567696838/;Rua Prefeito Hugo Cabral, 1023 - Centro, Londrina - PR; Centro;76;Apartamento;2;2;1;299000
https://www.vivareal.com.br/imovel/casa-3-quartos-recreio-bairros-londrina-com-garagem-91m2-venda-RS250000-id-2610046273/;Recreio, Londrina - PR;Recreio;91;Casa;3;2;3;250000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-62m2-venda-RS325000-id-2665019905/;Rua Santos - Centro, Londrina - PR; Centro;62;Apartamento;2;2;1;325000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-60m2-venda-RS220000-id-2642868580/;Rua Senador Souza Naves, 766 - Centro, Londrina - PR; Centro;60;Apartamento;2;2;1;220000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-70m2-venda-RS320000-id-2653438566/;Centro, Londrina - PR;Centro;70;Apartamento;3;1;1;320000
https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-londrina-com-garagem-58m2-venda-RS260000-id-2545866487/;Rua Professor João Cândido - Centro, Londrina - PR; Centro;58;Apartamento;1;2;1;260000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-2-bairros-londrina-com-garagem-45m2-venda-RS220000-id-2574817200/;Avenida João Miguel Caram - Cidade Industrial 2, Londrina - PR; Cidade Industrial 2;45;Apartamento;2;1;1;220000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-com-garagem-55m2-venda-RS265000-id-2616676621/;Rua Paranaguá, 1772 - Centro, Londrina - PR; Centro;55;Apartamento;2;1;1;265000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ipiranga-bairros-londrina-com-garagem-53m2-venda-RS210000-id-2670112505/;Vila Ipiranga, Londrina - PR;Vila Ipiranga;53;Apartamento;2;1;1;210000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-londrina-84m2-venda-RS230000-id-2682431766/;Rua Piauí, 95 - Centro, Londrina - PR; Centro;84;Apartamento;2;2;;230000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-londrina-com-garagem-70m2-venda-RS350000-id-2680731696/;Rua Guaporé, 500 - Centro, Londrina - PR; Centro;70;Apartamento;3;1;1;350000
https://www.vivareal.com.br/imovel/casa-4-quartos-recreio-bairros-londrina-com-garagem-60m2-venda-RS236000-id-2623905467/;Rua Henrique de Oliveira Camargo - Recreio, Londrina - PR; Recreio;60;Casa;4;2;2;236000
https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ipiranga-bairros-londrina-com-garagem-80m2-venda-RS270000-id-2649090341/;Avenida Juscelino Kubitschek, 1479 - Vila Ipiranga, Londrina - PR; Vila Ipiranga;80;Apartamento;3;1;1;270000
https://www.vivareal.com.br/imovel/apartamento-2-quartos-ideal-bairros-londrina-com-garagem-44m2-venda-RS95000-id-2646283659/;Avenida Santa Mônica - Ideal, Londrina - PR; Ideal;44;Apartamento;2;1;1;95000
